"","D367T01","D367T02","D367T03","D367T07","D367T08","D367T09","D367T13","D367T14","D367T15","D367T19","D367T20","D367T21","D367T25","D367T26","D367T27"
"ENSG00000178585",337,63,48,283,125,95,269,62,31,330,87,86,752,94,78
"ENSG00000223989",0,2,1,0,1,1,0,1,0,2,4,1,0,7,6
"ENSG00000285701",0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000162441",557,321,402,702,487,468,684,270,170,746,444,488,1084,319,366
"ENSG00000228150",6,2,0,2,1,0,1,0,1,2,0,0,3,2,0
"ENSG00000173614",359,225,247,577,292,274,531,216,125,530,298,257,839,275,227
"ENSG00000202415",2,0,2,1,0,1,3,0,0,1,0,2,2,1,0
"ENSG00000283611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444",21,1,1,43,4,1,43,2,0,38,2,0,23,4,0
"ENSG00000130939",1656,421,475,2296,681,715,2110,353,227,2225,442,459,2904,303,292
"ENSG00000224340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233623",0,0,0,2,1,1,1,1,1,0,0,0,1,0,0
"ENSG00000201746",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000054523",3971,5424,7311,4510,7035,7706,4454,4317,3489,4648,6271,6859,5555,4208,4738
"ENSG00000264881",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000199562",0,1,1,0,0,0,1,0,2,2,1,3,0,0,1
"ENSG00000264501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284735",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"ENSG00000284642",23,44,52,9,39,75,22,25,38,12,30,46,9,18,40
"ENSG00000142657",15205,23201,24943,18983,30339,30896,17730,16488,11526,18452,26049,26532,26199,22015,20937
"ENSG00000271989",1,0,0,0,0,0,0,1,0,1,0,1,1,2,0
"ENSG00000251503",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000175279",17,3,5,11,6,6,12,2,0,18,6,5,24,5,4
"ENSG00000241563",1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"ENSG00000160049",685,476,617,1092,592,659,1103,405,287,1162,591,581,1598,537,468
"ENSG00000203469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142655",549,649,839,1251,528,638,1028,420,359,1093,690,874,896,629,660
"ENSG00000243267",2,0,0,3,1,0,1,0,1,2,1,3,0,0,2
"ENSG00000130940",32,269,291,34,148,126,46,164,131,67,292,367,60,287,327
"ENSG00000272078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",36,2,3,21,1,2,23,2,0,48,8,2,26,0,2
"ENSG00000215785",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000120948",1210,924,1173,1494,1042,1255,1551,726,590,1524,924,1093,2455,862,834
"ENSG00000277726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009724",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000271895",3,7,5,11,8,10,10,7,5,5,1,8,9,7,9
"ENSG00000116649",460,190,170,584,268,233,775,169,84,737,219,210,1484,212,141
"ENSG00000171824",1293,1432,1547,1272,1249,1293,1459,1046,740,1648,1489,1636,2349,1462,1319
"ENSG00000226849",4,1,0,4,1,3,6,0,1,3,3,3,3,1,2
"ENSG00000230337",6,1,3,13,8,5,13,5,3,20,2,3,10,9,4
"ENSG00000198793",1648,1281,1407,2084,1515,1514,2032,1110,732,2191,1562,1612,2966,1177,1042
"ENSG00000225602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000120942",291,293,272,319,396,309,362,231,124,357,332,326,625,379,281
"ENSG00000238199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000285833",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000235643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116661",0,8,6,4,16,9,7,8,10,0,6,5,2,9,13
"ENSG00000132879",124,257,377,263,469,568,251,276,180,194,306,310,268,327,310
"ENSG00000116663",298,3802,4152,424,3590,3094,554,2901,1562,411,4262,4143,614,4396,3428
"ENSG00000116670",292,202,220,295,317,322,423,173,122,486,281,349,533,273,272
"ENSG00000162490",116,19,10,34,14,8,61,11,2,102,9,0,90,11,7
"ENSG00000177674",688,1433,1648,1176,1967,1736,1004,1371,605,989,1600,1697,1414,1673,1302
"ENSG00000215910",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000177553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177000",1748,2406,3074,2361,3204,3134,2128,1665,1355,2399,2495,2958,2779,1961,2267
"ENSG00000011021",590,944,1341,668,951,955,611,580,510,735,879,1203,1125,849,977
"ENSG00000276470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285646",0,0,0,2,0,0,4,1,0,1,0,0,3,0,0
"ENSG00000199347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201801",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000116685",732,988,1649,1353,1112,1276,1641,956,794,1416,1231,1692,2087,1220,1333
"ENSG00000083444",1830,1357,2971,2066,1257,1764,2899,1198,1340,2398,1510,2836,4873,1953,2718
"ENSG00000116688",4309,2847,3175,5619,4466,4531,4994,2203,1470,5126,2828,3006,8321,2746,2509
"ENSG00000270914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691",247,1052,1296,488,1097,936,508,785,528,633,1305,1437,930,1124,1219
"ENSG00000202461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120949",13,10,13,37,113,78,28,30,8,14,24,22,39,23,13
"ENSG00000201135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000028137",6969,4115,6378,12136,10781,10825,9221,4208,3763,10688,5477,5945,12569,3811,4017
"ENSG00000263676",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707",1694,1666,1917,2437,1905,2388,2373,1108,968,2415,1659,2093,2902,1328,1392
"ENSG00000239149",4,6,2,2,4,4,0,5,1,3,0,1,2,2,4
"ENSG00000229484",0,1,0,18,0,1,8,0,0,10,0,0,7,0,0
"ENSG00000162496",433,148,220,922,704,710,728,260,169,628,353,385,911,334,369
"ENSG00000221340",0,0,0,2,0,0,4,0,0,3,0,1,1,0,0
"ENSG00000276830",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000272482",1,3,3,13,5,10,5,2,4,7,3,6,12,2,5
"ENSG00000204518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000231103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172",0,1,0,1,0,0,2,0,0,1,1,1,1,0,0
"ENSG00000120952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274764",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000277058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478",0,1,0,0,0,0,0,0,0,0,1,0,0,2,2
"ENSG00000162494",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000259961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493",75,26,14,252,194,140,271,229,65,247,98,77,506,121,77
"ENSG00000222952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253085",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731",699,881,1257,782,1047,1116,901,795,616,818,1098,1358,1259,1168,1144
"ENSG00000189337",11,9,7,17,4,3,11,6,1,7,3,3,6,1,5
"ENSG00000252151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175147",65,53,124,66,108,191,39,59,68,62,88,115,91,43,83
"ENSG00000171729",576,830,1663,629,1062,1344,584,697,660,746,1019,1491,1205,673,898
"ENSG00000204464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278480",11,7,4,23,11,9,22,2,3,26,9,5,24,4,5
"ENSG00000142621",96,101,169,139,227,174,107,120,98,185,174,208,133,109,128
"ENSG00000233485",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000236045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228140",4,2,3,12,6,24,13,3,6,15,7,11,8,2,3
"ENSG00000142634",2612,2403,2835,3693,3042,3058,4522,1820,1267,5085,2853,2907,6806,1624,1540
"ENSG00000162438",0,1,3,1,1,1,0,1,2,0,2,4,0,2,1
"ENSG00000142615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132906",259,377,434,493,496,533,566,444,265,476,402,428,522,397,380
"ENSG00000116138",318,452,478,476,516,555,447,453,321,404,446,514,544,447,428
"ENSG00000251866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272510",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000116771",9,7,4,6,5,5,1,4,1,7,3,2,10,5,1
"ENSG00000237301",0,0,0,1,0,0,2,0,0,3,0,0,0,0,0
"ENSG00000235084",4,0,6,6,11,5,9,3,1,8,9,8,8,5,2
"ENSG00000252417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197312",2627,2347,2678,4131,3586,3683,3653,1854,1507,4114,2649,2739,3847,1696,1767
"ENSG00000215695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271742",0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
"ENSG00000116786",3169,4924,6566,3960,4909,4847,4605,3752,2882,4499,5354,6222,5985,4673,4876
"ENSG00000237938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162461",84,77,139,44,82,87,47,71,61,59,73,98,72,61,102
"ENSG00000224459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162458",4,1,2,4,0,0,3,1,0,12,0,1,7,1,0
"ENSG00000224321",0,0,0,1,0,0,3,0,0,0,1,2,0,2,1
"ENSG00000233954",151,59,74,87,25,34,102,20,14,108,21,24,329,46,47
"ENSG00000178715",0,0,1,1,0,0,4,1,1,1,0,2,4,0,1
"ENSG00000179743",22,30,36,41,20,26,44,15,15,30,24,28,52,19,35
"ENSG00000065526",2318,3266,4324,2739,3724,4210,2587,2687,2348,2896,3629,4670,4315,3310,3680
"ENSG00000270620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116809",347,1319,1660,442,1009,909,546,1178,810,532,1307,1527,828,1256,1383
"ENSG00000234607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173641",157,10,8,10,0,2,6,0,2,150,9,7,702,12,21
"ENSG00000186510",30,12,5,18,15,9,6,5,1,27,15,14,48,8,5
"ENSG00000232456",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000184908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185519",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000142627",5,4,14,1,4,5,8,13,8,1,3,8,23,8,17
"ENSG00000227959",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000224621",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"ENSG00000234166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142632",18,67,89,29,55,41,21,50,58,47,86,102,42,107,97
"ENSG00000237276",6,176,206,8,55,56,5,72,43,3,212,255,9,381,263
"ENSG00000132881",17,55,44,16,75,46,15,50,20,18,77,63,21,39,25
"ENSG00000233929",1,0,0,0,1,0,0,1,2,0,0,1,1,0,0
"ENSG00000037637",677,905,1695,857,1314,1327,937,1036,754,845,1058,1451,1334,943,1091
"ENSG00000055070",4167,6069,7526,4762,6208,6528,5435,4708,3212,5172,6168,7026,8982,6280,5647
"ENSG00000226457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187144",1,0,0,0,2,1,1,1,0,1,0,1,0,0,0
"ENSG00000157191",2134,6211,7445,2720,5749,5895,3208,4582,3033,2971,7118,8237,5037,7359,6260
"ENSG00000226029",15,30,42,17,56,54,22,26,19,26,49,75,27,49,47
"ENSG00000080947",16,10,23,35,18,18,37,12,13,31,15,23,15,11,25
"ENSG00000206652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261135",0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
"ENSG00000285853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225710",0,0,0,1,2,0,0,0,0,2,0,0,0,0,0
"ENSG00000219481",402,138,130,650,287,210,708,282,151,1060,378,313,930,347,298
"ENSG00000271732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215908",101,170,207,265,287,238,241,218,131,328,331,408,307,281,290
"ENSG00000283773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186301",10,22,20,32,53,28,27,27,21,23,31,37,27,23,20
"ENSG00000282143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236698",1,4,3,1,5,2,4,2,1,4,4,1,3,3,6
"ENSG00000268869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000058453",44,110,153,187,238,172,249,209,157,121,192,188,134,174,201
"ENSG00000227684",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000207389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186715",4,7,11,11,16,6,8,15,4,7,9,7,5,8,2
"ENSG00000223643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238142",138,36,54,186,68,72,302,57,24,217,61,51,294,56,58
"ENSG00000235241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207005",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000272426",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000117122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226526",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000159363",401,2090,2971,504,858,825,739,1287,963,841,1729,2227,659,1894,1944
"ENSG00000117118",2312,2467,2363,2888,2408,2256,3418,1733,886,3289,2369,2279,4662,2200,1746
"ENSG00000117115",1135,1174,1134,731,282,261,2900,1433,431,2304,1282,1367,2395,1127,753
"ENSG00000204362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142623",0,3,6,0,1,1,0,2,0,1,0,2,5,3,4
"ENSG00000142619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159339",2,4,5,1,1,2,1,1,4,3,1,0,21,5,2
"ENSG00000276747",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ENSG00000227751",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000179051",3173,2654,2762,2797,2455,2698,3995,2340,1531,4032,2893,3088,6975,2705,2326
"ENSG00000074964",684,1947,2386,713,1476,1514,1336,1653,1133,932,1836,2120,2387,2265,2302
"ENSG00000236648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117154",0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
"ENSG00000280222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179023",0,0,0,1,1,0,0,0,1,0,0,0,2,0,0
"ENSG00000235282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255275",0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
"ENSG00000159423",465,62,70,370,90,66,417,54,17,486,64,67,835,50,67
"ENSG00000265606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221662",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000169991",149,286,288,242,230,266,217,246,166,208,311,439,392,350,354
"ENSG00000272084",4,7,17,6,10,7,6,5,3,6,8,10,6,7,8
"ENSG00000127481",3395,9450,11911,4339,10545,10632,4182,7486,6147,4571,11720,14194,6394,11315,12321
"ENSG00000230424",7,5,3,22,13,7,14,1,6,15,6,2,15,7,2
"ENSG00000127463",2039,1142,1410,2794,2042,1998,2581,1279,800,2816,1458,1632,3931,1395,1282
"ENSG00000053372",1654,449,411,1717,757,729,1817,392,236,2278,497,408,3271,339,320
"ENSG00000211454",7,2,3,1,7,6,9,3,3,5,2,2,4,0,1
"ENSG00000162482",13,3,5,25,9,13,10,4,3,22,4,2,21,2,1
"ENSG00000270728",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000053371",938,174,215,1779,388,386,1537,217,130,1515,206,222,1889,150,154
"ENSG00000200403",2,1,0,1,1,1,0,2,1,3,0,0,1,1,1
"ENSG00000040487",879,589,653,1521,1135,870,1631,656,437,1670,762,659,1834,473,528
"ENSG00000077549",5475,4597,5300,6640,4651,4540,6706,3006,2000,7061,4363,4903,11593,3589,3242
"ENSG00000240490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173436",58,44,44,98,62,73,98,40,24,88,35,44,144,29,48
"ENSG00000201609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235185",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000158747",134,49,98,208,78,113,99,20,35,116,65,103,315,83,96
"ENSG00000270136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226396",2,7,4,1,6,5,3,1,5,3,5,5,2,4,3
"ENSG00000158748",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162542",347,750,639,520,924,785,508,624,320,470,922,778,707,851,610
"ENSG00000178828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169914",194,97,95,134,108,128,170,73,64,209,116,146,269,147,157
"ENSG00000188784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127472",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000117215",0,1,2,0,1,0,0,2,0,0,7,1,0,6,0
"ENSG00000158786",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000227066",1,5,4,3,4,5,0,3,0,0,6,4,3,4,6
"ENSG00000187980",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
"ENSG00000225986",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSG00000162543",0,1,0,1,10,2,1,0,0,0,0,1,0,1,1
"ENSG00000228105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162545",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090432",1085,1088,1520,1171,920,972,1462,763,557,1172,906,1032,1702,738,692
"ENSG00000215520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158825",1147,87,199,1760,500,729,1634,215,228,1372,81,131,1890,84,141
"ENSG00000158828",1517,566,705,2597,1495,1522,2846,881,608,2370,914,850,3416,830,697
"ENSG00000284005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117242",178,51,77,189,74,84,174,30,28,279,54,72,347,38,40
"ENSG00000244038",4377,3756,4588,5546,4310,4253,6221,2739,1720,6459,4200,4628,11007,4421,3755
